id,Created (UTC),Total Spend,Payment Count,Tax Location Recognized
cus_RqTmNJZFTeEkOC,2025-02-26 15:47,"0,00",0,FALSE
cus_RqTavGJ0LY6bXC,2025-02-26 15:35,"0,00",0,FALSE
cus_RqTP98zNEELntg,2025-02-26 15:24,"0,00",0,FALSE
cus_RqTNkxFxCjywQs,2025-02-26 15:22,"0,00",0,FALSE
cus_RqTMX754e6YtvY,2025-02-26 15:21,"0,00",0,FALSE
cus_RqTMTNpdSH5Tgh,2025-02-26 15:20,"0,00",0,FALSE
cus_RqStOIY7vxl1bA,2025-02-26 14:51,"0,00",0,FALSE
cus_RqSnrVAAbbkDmq,2025-02-26 14:45,"0,00",0,FALSE
cus_RqShNVSoWHzSVh,2025-02-26 14:40,"0,00",0,FALSE
cus_RqSdHaA31sv5DQ,2025-02-26 14:35,"0,00",0,FALSE
cus_RqScZE8fTb3Oxe,2025-02-26 14:34,"0,00",0,FALSE
cus_RqSa9yoHjVimW8,2025-02-26 14:32,"0,00",0,FALSE
cus_RqSW13u06obS12,2025-02-26 14:29,"0,00",0,FALSE
cus_RqSUei5HO4dRtK,2025-02-26 14:26,"0,00",0,FALSE
cus_RqSTHQbOoIe0hL,2025-02-26 14:25,"0,00",0,FALSE
cus_RqSJTSam1v9Yf7,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSJRWNF6ZaQdf,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSJLuayUcA1Au,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSJ0wvxftRF5n,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSJiegiCGNRtA,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSJ32GIJwvwji,2025-02-26 14:16,"0,00",0,FALSE
cus_RqSG3gCV0nj7IR,2025-02-26 14:13,"0,00",0,FALSE
cus_RqSGVHM73SfPKJ,2025-02-26 14:13,"0,00",0,FALSE
cus_RqSGu6709HB0PJ,2025-02-26 14:13,"0,00",0,FALSE
cus_RqS0YZoM1XZZxL,2025-02-26 13:57,"0,00",0,TRUE
cus_RqRviIcbOXoHlt,2025-02-26 13:51,"0,00",0,FALSE
cus_RqRvW7BrMNMdlK,2025-02-26 13:51,"0,00",0,FALSE
cus_RqRmqXJav0T2Sq,2025-02-26 13:42,"0,00",0,FALSE
cus_RqRkYuT8RxEOdE,2025-02-26 13:41,"0,00",0,FALSE
cus_RqRdtw1W7d4Nn2,2025-02-26 13:33,"0,00",0,FALSE
cus_RqRTkMuvqXbggY,2025-02-26 13:23,"0,00",0,FALSE
cus_RqRLFOgCTITl1Z,2025-02-26 13:16,"0,00",0,FALSE
cus_RqRHf07NPpXeRh,2025-02-26 13:12,"0,00",0,FALSE
cus_RqRHJNONxeolTu,2025-02-26 13:12,"0,00",0,FALSE
cus_RqREbMVHhAhIN4,2025-02-26 13:08,"39,00",1,TRUE
cus_RqRCNHTloaj4fL,2025-02-26 13:06,"0,00",0,FALSE
cus_RqQlKVLVnoqfRI,2025-02-26 12:39,"0,00",0,FALSE
cus_RqQDUSxC3PdZfQ,2025-02-26 12:05,"0,00",0,FALSE
cus_RqQ0tgQhm4G1BP,2025-02-26 11:53,"0,00",0,FALSE
cus_RqPkfy4DIByaVq,2025-02-26 11:37,"0,00",0,FALSE
cus_RqPZckr1hMHuwp,2025-02-26 11:26,"0,00",0,FALSE
cus_RqPT9GWNWwuSZR,2025-02-26 11:20,"0,00",0,FALSE
cus_RqPTO6yOhZ0sx1,2025-02-26 11:19,"0,00",0,FALSE
cus_RqPTYo1rAZYvs3,2025-02-26 11:19,"0,00",0,FALSE
cus_RqPTIApPraFjrX,2025-02-26 11:19,"0,00",0,FALSE
cus_RqPT9DlgrI2Koz,2025-02-26 11:19,"0,00",0,FALSE
cus_RqPOZvkKpPGBd3,2025-02-26 11:14,"0,00",0,FALSE
cus_RqPKzf47Pi3mP3,2025-02-26 11:11,"0,00",0,FALSE
cus_RqPD5FHL4JfyuT,2025-02-26 11:03,"0,00",0,FALSE
cus_RqPB5LeppT4by7,2025-02-26 11:02,"0,00",0,FALSE
cus_RqPBbC8lmsPFMY,2025-02-26 11:02,"0,00",0,FALSE
cus_RqP55j5y9MlhIb,2025-02-26 10:56,"0,00",0,FALSE
cus_RqOyjoM8czXoX7,2025-02-26 10:48,"0,00",0,FALSE
cus_RqOpHKaIRvQ8Ug,2025-02-26 10:40,"0,00",0,FALSE
cus_RqOj4dEy7ee3q2,2025-02-26 10:34,"0,00",0,FALSE
cus_RqOcGNlLjZqV9o,2025-02-26 10:26,"0,00",0,FALSE
cus_RqOMtxsuNtVxLD,2025-02-26 10:10,"0,00",0,FALSE
cus_RqOKqrss6vhici,2025-02-26 10:09,"0,00",0,FALSE
cus_RqNxUPISph7mTo,2025-02-26 9:45,"0,00",0,FALSE
cus_RqNrTFld0jg9fM,2025-02-26 9:39,"0,00",0,FALSE
cus_RqNfIlYbucy6ms,2025-02-26 9:28,"0,00",0,FALSE
cus_RqNdnPpl6Wh68F,2025-02-26 9:26,"0,00",0,FALSE
cus_RqNRlyOaQLnm0L,2025-02-26 9:14,"0,00",0,FALSE
cus_RqNQnyO5KQ2Zok,2025-02-26 9:12,"0,00",0,FALSE
cus_RqNFzty9gtoEZV,2025-02-26 9:01,"0,00",0,FALSE
cus_RqNCUqcEQuNtHB,2025-02-26 8:58,"0,00",0,FALSE
cus_RqNCL9IIQetcd0,2025-02-26 8:58,"0,00",0,FALSE
cus_RqNCW2qK1Sn7K8,2025-02-26 8:58,"0,00",0,FALSE
cus_RqMzj6mHhZizpM,2025-02-26 8:45,"0,00",0,FALSE
cus_RqMqZxFReChDI6,2025-02-26 8:37,"0,00",0,FALSE
cus_RqME8FpFsOEMH8,2025-02-26 7:58,"0,00",0,FALSE
cus_RqM3XlWQbgPrE8,2025-02-26 7:48,"0,00",0,FALSE
cus_RqLzTxj2SKzPEH,2025-02-26 7:43,"0,00",0,FALSE
cus_RqL2b3vCzIkbG8,2025-02-26 6:44,"0,00",0,FALSE
cus_RqKlbHhY9dORn3,2025-02-26 6:27,"0,00",0,FALSE
cus_RqKZJPwKXvl7dd,2025-02-26 6:15,"0,00",0,FALSE
cus_RqKDrHBDMJdznQ,2025-02-26 5:53,"0,00",0,FALSE
cus_RqJrVXCN49EeBd,2025-02-26 5:31,"0,00",0,FALSE
cus_RqJpl5UxEaC1xa,2025-02-26 5:29,"0,00",0,FALSE
cus_RqJmJac0joXeMh,2025-02-26 5:27,"0,00",0,FALSE
cus_RqJmNGcFiU97pS,2025-02-26 5:27,"0,00",0,FALSE
cus_RqJmBCH1YKATiJ,2025-02-26 5:27,"0,00",0,FALSE
cus_RqItNRoHD0rTLm,2025-02-26 4:31,"0,00",0,FALSE
cus_RqIslvVeLspFRx,2025-02-26 4:31,"0,00",0,FALSE
cus_RqIKJnrFZyYTFR,2025-02-26 3:57,"0,00",0,FALSE
cus_RqHbogGNlxsGUx,2025-02-26 3:11,"0,00",0,FALSE
cus_RqHHEvNC8dHkds,2025-02-26 2:52,"0,00",0,FALSE
cus_RqH9iTFzxqR8tv,2025-02-26 2:43,"0,00",0,FALSE
cus_RqGHWYwq9BFsCp,2025-02-26 1:49,"0,00",0,FALSE
cus_RqFmb03mv8WnzL,2025-02-26 1:18,"0,00",0,FALSE
cus_RqFcVeVUsYPGEC,2025-02-26 1:09,"0,00",0,FALSE
cus_RqFchiO6f795fP,2025-02-26 1:08,"0,00",0,FALSE
cus_RqF9PYIxoC9myV,2025-02-26 0:40,"0,00",0,FALSE
cus_RqEyHfY9gMUVNn,2025-02-26 0:28,"0,00",0,FALSE
cus_RqErfyaha9nBKF,2025-02-26 0:22,"0,00",0,FALSE
cus_RqDo3o7gsOgkB8,2025-02-25 23:16,"0,00",0,FALSE
cus_RqDYVN3HpO855c,2025-02-25 23:00,"0,00",0,FALSE
cus_RqDXwd8t6K8CvG,2025-02-25 22:59,"0,00",0,FALSE
cus_RqDLylwTGBE5Nk,2025-02-25 22:48,"0,00",0,FALSE
cus_RqDJ6joAjOFucv,2025-02-25 22:46,"0,00",0,FALSE
cus_RqD7SE2ABk12au,2025-02-25 22:33,"0,00",0,FALSE
cus_RqCadyOZWb7TpN,2025-02-25 22:00,"0,00",0,FALSE
cus_RqCPNyVaWhxXo3,2025-02-25 21:50,"0,00",0,FALSE
cus_RqCIp51CvjyZXg,2025-02-25 21:42,"0,00",0,FALSE
cus_RqCHTZUFeEkVnz,2025-02-25 21:42,"0,00",0,FALSE
cus_RqCCVz9R5zKNnC,2025-02-25 21:36,"0,00",0,FALSE
cus_RqC6VmTsRgTlI8,2025-02-25 21:31,"0,00",0,FALSE
cus_RqBrVIt0jxf1Bk,2025-02-25 21:15,"0,00",0,FALSE
cus_RqBlksxwfKJbzV,2025-02-25 21:09,"0,00",0,FALSE
cus_RqBhFxa3ZfmdiD,2025-02-25 21:05,"0,00",0,FALSE
cus_RqBfA8jAMvu41D,2025-02-25 21:03,"0,00",0,FALSE
cus_RqB94sPc5ERKub,2025-02-25 20:32,"0,00",0,FALSE
cus_RqAypbvctDBzWC,2025-02-25 20:21,"0,00",0,FALSE
cus_RqArFnYxf3Z3xn,2025-02-25 20:13,"0,00",0,FALSE
cus_RqAjAsxmyYiH2N,2025-02-25 20:05,"0,00",0,FALSE
cus_RqAQiJKeaoL66L,2025-02-25 19:46,"0,00",0,FALSE
cus_RqAGikQzBSaRc0,2025-02-25 19:37,"0,00",0,FALSE
cus_RqA90OrohwyxGa,2025-02-25 19:30,"0,00",0,FALSE
cus_RqA1XoVHZ3W3RY,2025-02-25 19:21,"0,00",0,FALSE
cus_Rq9V5FkZDEfC7f,2025-02-25 18:50,"0,00",0,FALSE
cus_Rq9HE24q47vqQ6,2025-02-25 18:35,"0,00",0,FALSE
cus_Rq9AQfDjXctumZ,2025-02-25 18:29,"0,00",0,FALSE
cus_Rq8z5Sl4snzWTH,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8zQl5tfaGYei,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8zj0PVWmzfNh,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8zifYVXkSnSV,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8z1VaDiTqPMH,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8zcpCyvFnsWA,2025-02-25 18:17,"0,00",0,FALSE
cus_Rq8rr9j3N0dH1x,2025-02-25 18:10,"0,00",0,FALSE
cus_Rq8c8PbCXjJ49X,2025-02-25 17:54,"0,00",0,FALSE
cus_Rq8bixuOXBuErb,2025-02-25 17:54,"0,00",0,FALSE
cus_Rq8XPienEhXVda,2025-02-25 17:49,"0,00",0,FALSE
cus_Rq8UpxeN7UsJbK,2025-02-25 17:46,"0,00",0,FALSE
cus_Rq81vOMqATry8M,2025-02-25 17:17,"0,00",0,FALSE
cus_Rq80gLbV12Ztzi,2025-02-25 17:16,"0,00",0,FALSE
cus_Rq7sBdiYwOJQIT,2025-02-25 17:08,"0,00",0,FALSE
cus_Rq7pygvMJIGJBf,2025-02-25 17:05,"0,00",0,FALSE
cus_Rq7oZMTwHLgzht,2025-02-25 17:05,"0,00",0,FALSE
cus_Rq7coCWIxuJaYL,2025-02-25 16:52,"0,00",0,FALSE
cus_Rq7Y945yWhHtXN,2025-02-25 16:48,"0,00",0,FALSE
cus_Rq7QEFmibBM5Mm,2025-02-25 16:40,"0,00",0,FALSE
cus_Rq7O2w8KIwekmZ,2025-02-25 16:39,"0,00",0,FALSE
cus_Rq7Fm5ebpBRMSx,2025-02-25 16:30,"0,00",0,FALSE
cus_Rq7FvKIQe1F155,2025-02-25 16:29,"0,00",0,FALSE
cus_Rq7CTEbOTWXwkB,2025-02-25 16:27,"0,00",0,FALSE
cus_Rq78fjf9ZVrAtX,2025-02-25 16:23,"0,00",0,FALSE
cus_Rq78vMQ8vaL14p,2025-02-25 16:22,"0,00",0,FALSE
cus_Rq78Tkdw8q4os1,2025-02-25 16:22,"0,00",0,FALSE
cus_Rq78OHwMME3WHP,2025-02-25 16:22,"0,00",0,FALSE
cus_Rq78Xh2pCSQEEI,2025-02-25 16:22,"0,00",0,FALSE
cus_Rq7553AqdZxpSm,2025-02-25 16:20,"0,00",0,FALSE
cus_Rq75FdimJGJwoc,2025-02-25 16:20,"0,00",0,FALSE
cus_Rq75YfnI25gXmD,2025-02-25 16:20,"0,00",0,FALSE
cus_Rq6xIgBIHPvaow,2025-02-25 16:11,"0,00",0,FALSE
cus_Rq6tUJaGUrhhbu,2025-02-25 16:07,"0,00",0,FALSE
cus_Rq6qod6Y2QnXqG,2025-02-25 16:04,"0,00",0,FALSE
cus_Rq6fqhq2QZdfnh,2025-02-25 15:53,"0,00",0,FALSE
cus_Rq6cuQw6A2ZzJ3,2025-02-25 15:50,"0,00",0,FALSE
cus_Rq6IyfXX6GCdeF,2025-02-25 15:30,"0,00",0,FALSE
cus_Rq6AaN5F2ISC9K,2025-02-25 15:22,"0,00",0,FALSE
cus_Rq625dPWgUYE0K,2025-02-25 15:15,"0,00",0,FALSE
cus_Rq61sZvCWbQbC3,2025-02-25 15:14,"0,00",0,FALSE
cus_Rq5zNNLUCcPctZ,2025-02-25 15:11,"0,00",0,FALSE
cus_Rq5dt1r7EQLKCe,2025-02-25 14:49,"0,00",0,FALSE
cus_Rq5PgwBdefOPbm,2025-02-25 14:35,"0,00",0,FALSE
cus_Rq4oMkZIcsHxB7,2025-02-25 13:59,"0,00",0,FALSE
cus_Rq4oQgF9f2zOo2,2025-02-25 13:58,"0,00",0,FALSE
cus_Rq4GKHU0ikiAJb,2025-02-25 13:25,"0,00",0,FALSE
cus_Rq4G3JQAvrBkz4,2025-02-25 13:25,"0,00",0,FALSE
cus_Rq49YiUgbqRHRe,2025-02-25 13:18,"0,00",0,FALSE
cus_Rq48wVOpBdrwFs,2025-02-25 13:16,"0,00",0,FALSE
cus_Rq4737y3W911vN,2025-02-25 13:15,"0,00",0,FALSE
cus_Rq44w16aZ5TkgQ,2025-02-25 13:12,"0,00",0,FALSE
cus_Rq3Pu767deLrbS,2025-02-25 12:31,"0,00",0,FALSE
cus_Rq3OWJMWRhVliF,2025-02-25 12:31,"0,00",0,FALSE
cus_Rq30paOdwvjvoa,2025-02-25 12:06,"0,00",0,FALSE
cus_Rq2rkXisxsbW2O,2025-02-25 11:57,"0,00",0,FALSE
cus_Rq2kh0w3mktxWn,2025-02-25 11:51,"0,00",0,FALSE
cus_Rq2jtIHI7uBhYw,2025-02-25 11:49,"0,00",0,FALSE
cus_Rq2adnDFYQYGmF,2025-02-25 11:41,"0,00",0,FALSE
cus_Rq2XyAZvV4YRFs,2025-02-25 11:37,"0,00",0,FALSE
cus_Rq2UdNzZS9dOob,2025-02-25 11:35,"0,00",0,FALSE
cus_Rq2G2KtmXAZTWJ,2025-02-25 11:21,"0,00",0,FALSE
cus_Rq2950mdfbsiks,2025-02-25 11:13,"0,00",0,FALSE
cus_Rq2552JKfBMfy4,2025-02-25 11:10,"0,00",0,FALSE
cus_Rq1k1wcT2CdIyq,2025-02-25 10:49,"37,19",1,TRUE
cus_Rq146zZvg0h6Bd,2025-02-25 10:07,"0,00",0,FALSE
cus_Rq14Pgs6lC9OLH,2025-02-25 10:07,"0,00",0,FALSE
cus_Rq0jVNpO7pmgIl,2025-02-25 9:45,"0,00",0,FALSE
cus_Rq0j88VI0DF6vH,2025-02-25 9:45,"0,00",0,FALSE
cus_Rq0iQ7gAjVWMK1,2025-02-25 9:44,"0,00",0,FALSE
cus_Rq0Zm0fEJTLuTB,2025-02-25 9:35,"0,00",0,FALSE
cus_Rq0934I1FDAB5O,2025-02-25 9:10,"0,00",0,FALSE
cus_RpzwAlgYqRiKP6,2025-02-25 8:56,"708,00",1,TRUE
cus_RpzqJ0C9Z0wPHl,2025-02-25 8:50,"0,00",0,FALSE
cus_RpzhBphgynfLZ2,2025-02-25 8:42,"0,00",0,FALSE
cus_RpzVKqKwKygMU9,2025-02-25 8:30,"0,00",0,FALSE
cus_Rpz4JEIUGzQcXk,2025-02-25 8:03,"0,00",0,FALSE
cus_Rpyo8AzwbvjMtD,2025-02-25 7:46,"0,00",0,FALSE
cus_Rpyo4qhlMbtxSj,2025-02-25 7:46,"0,00",0,FALSE
cus_RpyhqBEBu3aLP0,2025-02-25 7:40,"0,00",0,FALSE
cus_RpyZCltVWoqpT0,2025-02-25 7:32,"0,00",0,FALSE
cus_RpyU46qCJQBDVg,2025-02-25 7:27,"0,00",0,FALSE
cus_RpyRdTJvqrn6nZ,2025-02-25 7:24,"0,00",0,FALSE
cus_RpyG3pp2BWjhWK,2025-02-25 7:12,"0,00",0,FALSE
cus_RpyBvMMcSfNZhv,2025-02-25 7:08,"0,00",0,FALSE
cus_Rpy9sZjLxVQaND,2025-02-25 7:05,"0,00",0,FALSE
cus_RpxCmrqlQMMsAH,2025-02-25 6:06,"0,00",0,FALSE
cus_RpwyNWsmgpMTJm,2025-02-25 5:52,"0,00",0,FALSE
cus_RpwnxWlfy7mJ4T,2025-02-25 5:41,"0,00",0,FALSE
cus_RpwbW2DbtDUa9Q,2025-02-25 5:29,"0,00",0,FALSE
cus_RpwNsly6qaoL4B,2025-02-25 5:15,"0,00",0,FALSE
cus_RpwJ0kMQQdhPR7,2025-02-25 5:11,"0,00",0,FALSE
cus_RpvqynAHeFk19y,2025-02-25 4:43,"0,00",0,FALSE
cus_RpvoerDfXjfjoL,2025-02-25 4:41,"0,00",0,FALSE
cus_RpvHcJDBWV8uXP,2025-02-25 4:07,"0,00",0,FALSE
cus_RpuqdDspvIvbbn,2025-02-25 3:40,"0,00",0,FALSE
cus_RptdfW0Z2ENHJk,2025-02-25 2:26,"0,00",0,FALSE
cus_RptCvCbvweiLHA,2025-02-25 1:58,"0,00",0,FALSE
cus_RprMJNoaJRwAkA,2025-02-25 0:04,"0,00",0,FALSE
cus_Rpqw49ICoG928j,2025-02-24 23:39,"0,00",0,FALSE
cus_RpqoERvqlg5nJg,2025-02-24 23:31,"0,00",0,FALSE
cus_Rpq04wPfJS7VPi,2025-02-24 22:40,"0,00",0,FALSE
cus_RppfTYfrKVFXdN,2025-02-24 22:19,"0,00",0,FALSE
cus_RppE3yEBLH3tda,2025-02-24 21:53,"0,00",0,FALSE
cus_RpohT2PWpU8uqL,2025-02-24 21:20,"0,00",0,FALSE
cus_Rpoef06ZY4TAnt,2025-02-24 21:16,"0,00",0,FALSE
cus_RpoaBM7Oxoz7DG,2025-02-24 21:12,"0,00",0,FALSE
cus_RpoUcAZeSpW9Xw,2025-02-24 21:06,"0,00",0,FALSE
cus_RpnxhyUAdt3saN,2025-02-24 20:34,"0,00",0,FALSE
cus_RpnvcQMVyCLXSS,2025-02-24 20:32,"0,00",0,FALSE
cus_RpnFyh9nU1PiyN,2025-02-24 19:50,"0,00",0,FALSE
cus_RpnDrtKj5aUFpP,2025-02-24 19:48,"0,00",0,FALSE
cus_Rpn7PTP5NQCJAc,2025-02-24 19:42,"0,00",0,FALSE
cus_RpmybWvIrFriDU,2025-02-24 19:33,"0,00",0,FALSE
cus_RpmvagljdrmRM9,2025-02-24 19:29,"0,00",0,FALSE
cus_RpmlnkuR9Dxt9k,2025-02-24 19:20,"0,00",0,FALSE
cus_RpmhPVFNlAc1I4,2025-02-24 19:15,"0,00",0,FALSE
cus_RpmXO7FIYtiYo8,2025-02-24 19:05,"0,00",0,FALSE
cus_RpmPledqdFhaN8,2025-02-24 18:57,"0,00",0,FALSE
cus_RpldsJVOECjrsn,2025-02-24 18:09,"0,00",0,FALSE
cus_RplSfarF4jYJbG,2025-02-24 17:59,"0,00",0,FALSE
cus_RplLv6qQjOznjO,2025-02-24 17:51,"0,00",0,FALSE
cus_RplG0ubIbdA030,2025-02-24 17:47,"0,00",0,FALSE
cus_RplGQtAwREAoIf,2025-02-24 17:47,"0,00",0,TRUE
cus_RplF2RrIr1kj0g,2025-02-24 17:45,"0,00",0,FALSE
cus_RplErU8h8I1kGD,2025-02-24 17:45,"0,00",0,FALSE
cus_RpkmB9glwtjsYm,2025-02-24 17:16,"0,00",0,FALSE
cus_RpkmO6kDTmdQTO,2025-02-24 17:16,"0,00",0,FALSE
cus_RpkjN7FktbHJix,2025-02-24 17:14,"0,00",0,FALSE
cus_Rpkh14zYvFE9xg,2025-02-24 17:12,"0,00",0,FALSE
cus_RpkPYE1Zxe5IcP,2025-02-24 16:53,"0,00",0,FALSE
cus_RpkOfOAw7o7DMi,2025-02-24 16:52,"0,00",0,FALSE
cus_RpkG66NeiIE1H7,2025-02-24 16:44,"0,00",0,FALSE
cus_Rpjs6OB3fEx8jW,2025-02-24 16:21,"0,00",0,FALSE
cus_RpjVuT796copRI,2025-02-24 15:57,"0,00",0,FALSE
